requirement_en,entry,read,write,exit,cfp,interaction,communication,process,microm
System displays the relevant sign up interface. They are the same except for the cooperative member there is an additional slot for the entrance of validation code which is given by the cooperative head to each cooperative member.,0,0,0,1,1,1,0,0,1
The user enters his/her information.,1,0,0,0,1,1,0,0,1
System saved signup information and the user finishes the sign-up phase successfully.,0,0,1,1,2,1,1,0,2
User opens the application.,1,0,0,0,1,1,0,0,1
"System displayed the home page and login part. There is a username text box, password text box and a login button. User clicks on the username text box. System indicates the username text box can get input from the keyboard.",1,0,0,0,1,1,0,0,1
User writes his/her username via keyboard. User clicks on the password text box. System indicates the password text box can get input from the keyboard. User writes his/her password via keyboard. User clicks on the login button.,1,0,0,0,1,1,0,0,1
Email and password is correct and the user logs in to the system. The system detects the user type. The system brings the appropriate interface according to user type.,0,1,0,1,2,1,1,1,3
User clicks the log out tab.,1,0,0,0,1,1,0,0,1
System returns the initial page (page includes sign in and log in options). User is logged out.,0,0,0,1,1,1,0,0,1
Homepage is displayed for the cooperative head.,0,0,0,1,1,1,0,0,1
Cooperative head clicks the create code tab.,1,0,0,0,1,1,0,0,1
System creates an authorization code for the cooperative member to sign in.,0,0,1,1,2,1,1,0,2
Cooperative head clicks the refresh button to generate new codes.,1,0,0,0,1,1,0,0,1
The system requests that the actor enter his/her username and password.,0,0,0,1,1,1,0,0,1
The actor enters his/her name and password.,1,0,0,0,1,1,0,0,1
The system validates the entered name and password and logs the actor into the system.,0,1,0,1,2,1,1,0,2
User is logged out and all the session information is cleaned. The session is terminated.,0,0,1,1,2,1,1,0,2
Previous Auctions URLs are listed by order of dates.,0,1,0,1,2,1,1,0,2
The user selects one of the URLs that he/she wants to watch,1,0,0,0,1,1,0,0,1
User chooses the registration type.,1,0,0,0,1,1,0,0,1
The system produces requirements of the chosen registration type.,0,0,0,1,1,1,0,0,1
User fills the requirements of the registration. User clicks the Register button.,1,0,0,0,1,1,0,0,1
The system saves the user to the system.,0,0,1,0,1,1,1,0,2
OFAS shows the registration completed message. OFAS directs the user to UC-1. OFAS shows to the user an Error message.,0,0,0,1,1,1,0,1,2
OFAS directs the customer to the chat interface.,0,0,0,1,1,1,0,0,1
Customer fills the message section. Customer selects the send button. Customer ends the conversation.,1,0,0,0,1,1,0,0,1
OFAS directs the customer to the previous screen.,0,0,0,1,1,1,0,0,1
OFAS produces an Approve Payment button to the customer.,0,0,0,1,1,1,0,0,1
Customer clicks the Approve Payment button.,1,0,0,0,1,1,0,0,1
Payment is completed by the bank API. OFAS shows payment status to the customer.,0,1,0,1,2,1,1,1,3
OFAS shows previous transaction records to Customer.,0,1,0,1,2,1,1,0,2
OFAS shows remaining fishes and their base prices for the auction to customers.,0,1,0,1,2,1,1,0,2
Customer selects Buy to buy fishes.,1,0,0,0,1,1,0,0,1
OFAS disables the Buy button of the fish for other customers. OFAS updates the screen. OFAS updates the fish table in the database.,0,0,1,1,2,1,1,0,2
OFAS enables the Buy button of the fish.,0,0,1,1,2,1,1,0,2
OFAS shows to the user an error message. System directs user to UC-8.,0,0,0,1,1,1,0,0,1
"The system displays a message called “Sorry, there is no sales record to show yet”.",0,0,0,1,1,1,0,0,1
OFAS directs the cooperative staff to Register Fish interface.,0,0,0,1,1,1,0,0,1
Cooperative staff fills the necessary information about fish.,1,0,0,0,1,1,0,0,1
OFAS shows registration status.,0,1,0,1,2,1,1,0,2
OFAS directs the cooperative staff to the database interface.,0,0,0,1,1,1,0,0,1
Cooperative staff edit the database by entering queries.,1,0,0,0,1,1,0,0,1
OFAS saves changes to the database.,0,0,1,0,1,1,0,0,1
OFAS shows the user edit status.,0,0,0,1,1,1,0,0,1
OFAS directs the cooperative staff to the contact activity interface.,0,0,0,1,1,1,0,0,1
Cooperative staff selects the contact request.,1,0,0,0,1,1,0,0,1
OFAS directs the cooperative staff to a related chat interface.,0,0,0,1,1,1,0,0,1
Cooperative staff fills the message section. Cooperative staff selects the send button. Cooperative staff ends conversation.,1,0,1,0,2,1,1,0,2
OFAS clear conversation.,0,0,1,0,1,0,1,0,1
OFAS directs the cooperative staff to the previous interface.,0,0,0,1,1,1,0,0,1
Base price for the fish is displayed.,0,1,0,1,2,1,1,0,2
Bid is given by the customers (UC-5).,1,0,0,0,1,1,0,0,1
Cooperative manager clicks the Approve Sale button.,1,0,0,0,1,1,0,0,1
Payment process is done (UC-6).,0,0,1,1,2,1,1,1,3
Winner is identified and displayed on the screen. Database is edited.,0,0,1,1,2,1,1,1,3
Auction is started.,0,0,0,1,1,1,0,0,1
Cooperative manager clicks the pause auction button.,1,0,0,0,1,1,0,0,1
All the information is saved. Auction is paused (Can happen at any time). System displays a “Auction paused” alert for all users except the cooperative manager that is watching the auction.,0,0,1,1,2,1,1,0,2
Cooperative manager clicks the continue auction button.,1,0,0,0,1,1,0,0,1
The auction continues where it is left off.,0,0,1,1,2,1,1,0,2
All auction processes are done.,0,0,0,0,0,0,0,1,1
Cooperative manager clicks the stop auction button.,1,0,0,0,1,1,0,0,1
Auction stopped message is displayed on the screen.,0,0,0,1,1,1,1,0,2
The system returns the menu for each user that is designed for them.,0,0,0,1,1,1,0,0,1
The cooperative member creates a request to open a fisherman registration.,1,0,0,0,1,1,0,0,1
The system opens a fisherman registration.,0,0,0,1,1,1,0,0,1
"The cooperative member enters the fisherman’s details: name, surname, username, email, password, bank account information, phone number and boat name into the system. 
",1,0,0,0,1,1,0,0,1
The system checks the relevance of the fisherman's information. The system confirms the suitability of the information. The system saves the information to the database. The system completes the registration process.,0,1,1,0,2,1,2,1,4
The cooperative member starts the live streaming.,1,0,0,0,1,1,0,0,1
The system sends a request to the API of the live broadcast system. The system gets the data from the API. The system shows the live broadcast.,0,1,0,1,2,2,0,0,2
The cooperative member shows the fish to the camera. The system displays the video and audio data received from the broadcast on the screen.,0,0,0,0,0,1,0,0,1
The cooperative member waits for the start time of the auction and then rings the bell.,1,0,0,0,1,1,0,0,1
The system starts the auction.,0,0,0,1,1,1,0,0,1
The system finishes the bidding processes.,0,0,1,0,1,0,1,0,1
The cooperative member stops the live streaming.,1,0,0,0,1,1,0,0,1
The system sends a stop request to the API of the live broadcast system. The system receives a message that the broadcast has stopped successfully from the API. The system finishes the auction.,0,0,1,1,2,1,1,0,2
Fisherman makes a request to login with their credentials.,1,0,0,0,1,1,0,0,1
The System matches the fisherman's credentials with the database. The System confirms the information. The System logs the fisherman in. The system directs the user to the homepage.,0,1,0,1,2,1,1,1,3
The fisherman selects payment transactions.,1,0,0,0,1,1,0,0,1
The system redirects the fisherman to the payments transactions.,0,0,0,1,1,1,0,0,1
"The fisherman enters credit card information which are the name of the user of the credit card, credit card number, expiration date and CVC.",1,0,0,0,1,1,0,0,1
The system directs the user to the homepage. The system notifies the fisherman that the auction has started.,0,0,0,1,1,1,0,0,1
The fisherman goes to the auction page and watches the live stream auction that the system shows.,1,0,0,0,1,1,0,0,1
The system shows the fish that are sold next to the live stream.,0,1,0,1,2,1,1,0,2
The fisherman clicks the logout button. The system notifies the fisherman that the system will exit and wants the fisherman to confirm it. The fisherman clicks the confirm button.,1,0,0,0,1,1,0,0,1
The system directs the fisherman to the login page,0,0,0,1,1,1,0,0,1
"User enters registration information: username, password, email, phone number, name and surname.",1,0,0,0,1,1,0,0,1
The system checks the user information. User information is saved to the database.The system registers the user.,0,0,1,0,1,0,1,1,2
The system directs the user to the homepage. The system notifies the user that the auction has started.,0,0,0,1,1,1,0,0,1
The user goes to the auction page and watches the live stream auction that the system shows.,0,0,0,0,0,1,0,0,1
The user clicks to the bid button.,1,0,0,0,1,1,0,0,1
The system checks the user’s budget. .The system update the fish price,0,0,1,0,1,0,1,1,2
The system checks if this bid is the last bid or not. Finish the bid,0,0,0,0,0,0,0,1,1
The system withdraws money up to the bid amount the user budget.,0,0,1,0,1,0,1,0,1
The user enters credit card information and amounts of money to deposit.,1,0,0,0,1,1,0,0,1
The system checks credit card information and budget. Money deposit to account.,0,0,1,0,1,0,1,1,2
The user clicks the logout button. The system notifies the user that the system will exit and wants the user to confirm it. The user clicks the confirm button.,1,0,0,0,1,1,0,0,1
The system directs the user to the login page.,1,0,0,0,1,1,0,0,1
"Users enters the library management system and cliks ""Search"" from the top. User enters the author name which s/he wants to search to the text input field.User selects the “search by author” option from the select box. User clicks the search button. ",1,0,0,0,1,1,0,0,1
System show a “Book is available” message and book information on the screen. If book is not found system prints “Book is not available” message for search result.,0,1,0,1,2,1,0,0,1
User clicks the “Recommend” from the website’s  and enters the author and name of the book which she wants to recommend to the text input field. After that click the recommend button.,1,0,0,0,1,1,0,0,1
If book is in already in the database prints a message.,0,1,0,1,2,1,1,0,2
If it is not in database Library staff contacts other libraries and publishers and buy the book after that added it to database.,0,0,1,0,1,1,1,0,2
Member logins the system with his/her credentials.,1,0,0,0,1,1,0,0,1
System verifies the credentials logs the member in and it will give a catalog to the member.,0,1,0,1,2,1,1,1,3
Member choses printing facilities from sub system that is given.,1,0,0,0,1,1,0,0,1
System opens the printing subsystem and shows to the user.,0,1,0,1,2,1,1,0,2
